Gene	vsNaive	vsPrimed	AveExpr	P.Value
GLS	1.914203316	0.409712176	2.299001054	0.647737032
ZNF490	-0.925727015	-0.153369663	0.929704997	0.647768054
HHIP	-0.038551559	-0.126320655	0.037208536	0.647785177
RCOR1	0.338434185	2.449774904	3.506005136	0.647826226
AC009303.4	0.157692526	0.141277646	0.198609599	0.647849427
LINC01952	-0.063317431	-0.126860286	0.070229815	0.647878682
AC023908.1	-0.118171833	-0.100037706	0.103545622	0.647937436
RNU5F-1	-0.03697313	-0.062859631	0.039250529	0.647983195
CADPS	-0.073267005	-0.331097177	0.072231786	0.648066086
LRRC8C	-0.098799802	-0.4268074	0.087265349	0.648071579
DCHS2	-0.061660868	-0.093840449	0.054029059	0.648126912
AC104596.1	-0.054380936	-0.211858976	0.048266414	0.648199357
SLC51A	0.349524182	0.153449694	0.093231743	0.648223539
SAMM50P1	-0.045962015	-0.0467676	0.051175197	0.648416639
AC023818.2	-0.274571314	-0.113359855	0.258810605	0.648460656
AC009081.1	-0.123200249	-0.094010286	0.130689467	0.648616845
AC025048.2	-0.225130664	-0.11346361	0.238438004	0.64863487
MRE11P1	-0.087328136	-0.256234279	0.254106036	0.648648092
ALG1L9P_ENSG00000248671	-0.081637889	-0.078981646	0.083884841	0.648713807
AC006504.8	-0.077771458	-0.133030303	0.070601914	0.648739927
ATF4P1	-0.02965603	-0.034382029	0.030212306	0.648791802
GYG2	3.072906496	0.401301462	1.278345847	0.648831669
AC022140.1	-0.056832727	-6.142907933	0.059924975	0.648843013
AC106872.10	0.104063036	0.308180396	0.203531023	0.648853926
BRD7P1	0.070323403	0.046592301	0.045856517	0.649047702
SNORA31_ENSG00000199477	-0.143731035	-0.050508014	0.141478559	0.649062593
NANOGP9	-0.110224045	-0.041220488	0.122517708	0.649121092
MRPS21P3	-0.023513231	-0.026452919	0.033384934	0.64919633
AL049840.2	0.060807874	0.151258225	0.103650798	0.649318697
RPL7P16	-0.040590805	-0.079448941	0.039796497	0.649323597
FAM161B	-0.156562312	-0.098287059	0.150522784	0.649323965
ZFYVE27	0.349044618	2.084723167	2.391673323	0.649342233
C11orf54	-0.304471917	-0.41907367	2.912155654	0.649431777
FDX2	-0.103878918	-0.047470349	0.109111634	0.649448473
AC113347.3	-0.024301163	-0.054475604	0.025805062	0.649458419
ZNF771	0.264876057	1.375539269	1.767507099	0.649489448
AL137802.2	-0.054677549	-0.286097496	0.060617883	0.649498797
MTRNR2L5	-0.023406515	-0.031032892	0.027330528	0.649608715
RAP1BP3	-0.025228325	-0.065803006	0.025115236	0.649611597
Z93241.1	-0.076865105	-0.080865811	0.079580522	0.649702616
AC025766.1	-0.067706786	-0.147208583	0.064759531	0.649712205
AL359073.1	-0.021057709	-0.028470833	0.033816708	0.649744309
RPS20P24	-0.043046019	-0.049162115	0.042735463	0.649777143
RPL37AP8	-0.761033123	-0.179308316	2.941187199	0.649777393
SNORD72	0.155653932	0.432032083	0.337399088	0.649803226
Z97206.1	-0.061277401	-0.068227761	0.065469793	0.649857578
CFAP65	-0.096754812	-0.102201497	0.102103366	0.649868005
COL24A1	-0.283462687	-0.101987584	0.271793408	0.649891316
MIPOL1	-0.237838418	-1.024541898	0.651844592	0.649908285
AL136116.3	-0.178081128	-1.270070742	1.741958263	0.649963545
MYO15B	-0.047933302	-0.147891943	0.04282197	0.649969822
PSPHP1	-0.03169385	-0.158240396	0.035108889	0.650096365
STK16	-0.260194958	-0.55400103	1.014927339	0.650116537
TARS	-1.278067868	-0.262872409	9.078121286	0.650275764
AL117379.1	-0.086174455	-0.089052665	0.087968261	0.650413335
IQUB	-0.08122146	-0.149919073	0.086700488	0.650436713
HNRNPA3P13	-0.025967708	-0.053078099	0.02891199	0.650550366
AL135925.1	-0.129347509	-0.190510803	0.369308515	0.650676353
U1_ENSG00000274428	0.118334492	0.07020699	0.029703807	0.650681466
AC024940.2	-0.30948354	-0.124241036	1.072304786	0.650686814
AC105285.1	-0.065238716	-0.176052617	0.067873065	0.650699692
AC093484.5	0.182945647	0.985236273	0.870090838	0.650731767
ZNF491	-0.046032723	-0.109037769	0.044878027	0.650781235
PPP2R2C	-0.060415768	-0.101428065	0.058324727	0.650786751
AL451069.1	-0.063313277	-0.186386414	0.068293703	0.650787649
IQCJ-SCHIP1	0.16885857	0.668030849	0.565325758	0.650804992
AC005363.2	-0.125325666	-0.076035224	0.138664308	0.650822772
Y_RNA_ENSG00000201343	-0.347509478	-0.089980916	0.322581748	0.650842683
C3orf58	-0.914973822	-0.446929829	3.127910267	0.650857708
AC091959.2	-0.041187766	-0.03694535	0.044692803	0.650883551
ATXN7L3B	0.721223891	0.431371749	4.641993766	0.650929646
AL139384.2	-0.075492628	-0.133910055	0.07505456	0.650934746
LANCL1-AS1	-0.058589669	-0.122058042	0.060712248	0.651000784
RN7SKP240	-0.096869857	-0.091075198	0.087478388	0.651017456
AC106785.4	0.148074141	0.163363221	1.050940912	0.651103004
TMOD2	-0.074861139	-0.321591106	0.071290925	0.651110216
AC007686.3	-0.084102346	-0.121102576	0.104040159	0.651130888
UNC5CL	0.39006362	0.170329788	0.065553242	0.65113153
SULT1C2	-0.085368375	-0.269657206	0.075355491	0.6511934
DCC	-0.118918178	-0.129664943	0.126055716	0.651277317
GTF2IP7	-0.048223994	-0.079598402	0.044324045	0.651302663
ZNF35	-1.161322201	-0.349309673	2.068508474	0.651321532
AC007551.1	0.163531478	0.072870193	0.05455048	0.651340564
NDUFAF4P2	-0.044199484	-0.030570314	0.046181946	0.651376694
AC036214.2	0.141540477	0.292603937	0.267690598	0.651484911
PCIF1	-0.688461028	-0.362623316	3.494385335	0.651490185
CTAGE16P	-0.041769917	-0.033888129	0.042073827	0.651498153
AMDHD1	0.094231028	0.188591678	0.141933009	0.651575849
AC017007.4	-0.13904272	-0.089476664	0.130716565	0.651595221
BOD1L2	-0.047623259	-0.073225576	0.046250006	0.65163932
AC119618.1	-0.025089827	-0.067792186	0.032309864	0.651643278
RANP4	-0.041056925	-0.128181605	0.072247271	0.651655137
ZNF423	-0.125203444	-1.99128545	0.202922651	0.651749285
HMGB3P15	-0.03003632	-0.029514387	0.035841872	0.651849664
ACAP1	-0.05304047	-0.548717468	0.054682749	0.652040763
IPMKP1	-0.351052635	-0.039108175	0.32090227	0.652122168
AL139424.3	-0.083368181	-0.084023947	0.085431843	0.652128029
NUTF2P6	-0.037122598	-0.03560811	0.044196872	0.652155486
EXOC3L1	-2.775230633	-0.10577229	2.759319007	0.652231934
PRKCI	-0.267081696	-1.205503254	5.511826982	0.652286984
EIF5A2P1	-0.071651971	-0.032866708	0.069640372	0.652308637
ARTN	-0.068412326	-0.081770961	0.072857123	0.652348552
SNCG	-0.125271412	-1.596115306	0.242769415	0.65249662
NPAS3	-0.058018668	-0.488682031	0.05864049	0.652544358
HNRNPA1P32	-0.020069443	-0.031243153	0.021323463	0.65256504
AC092329.4	0.366493623	0.243779195	0.733852718	0.65256596
FAM83H	-0.035125644	-0.03955566	0.03703928	0.652671728
CSMD3	-0.128748726	-0.099242959	0.123283968	0.65270237
ICAM3	-0.074560874	-0.307294697	0.091114525	0.652731497
ABALON	0.113310346	0.181309758	0.291049605	0.652739649
AC018816.1	-0.04599362	-0.072111234	0.048402891	0.652799501
EEF1DP3	-0.062878133	-0.078117063	0.066179288	0.652812837
EIF5AP2	-0.137618558	-0.15912299	1.010582679	0.652852852
AC133041.1	-0.135155279	-0.074086601	0.139492367	0.652949723
LINC01270	0.136690988	0.103836161	0.070235484	0.652993772
TOE1	0.31568483	3.220115907	3.908580604	0.653026996
BAALC-AS1	-0.254747163	-0.091495028	0.236651465	0.653029814
AC090360.1	-0.20266553	-0.089615972	0.188830746	0.653062087
AC007562.1	-0.063064165	-0.036086854	0.061755707	0.653119291
AL354868.1	-0.026990704	-0.028759274	0.028260842	0.653233385
TMED10	0.09622502	0.641514478	8.40233321	0.653252003
FGD2	-0.52534382	-0.068495014	0.544893391	0.653348802
TMEM266	-0.064208106	-0.316784103	0.057223576	0.653368397
HMCN2	-0.072858984	-0.084037812	0.064349363	0.653375066
STIM1	0.234317534	0.351124415	0.785832122	0.653381989
PPFIA4	-0.074885148	-0.8904346	0.076596285	0.653411871
ABCB9	0.219486025	0.742136056	0.738557255	0.653505895
FAM213AP2	-0.046884741	-0.091378699	0.073581818	0.653524428
AL118496.1	0.092387369	0.238537303	0.29371918	0.653529273
C14orf39	-0.030007158	-1.009999936	0.045358067	0.653568492
LINC02474	-0.38775187	-0.027569971	0.369135859	0.65358842
GAPDHP35	0.800039316	0.162309109	1.124311358	0.653649013
SDHCP3	0.111729496	0.07073505	0.129204441	0.653671568
TRPM2	0.109570245	0.241370176	0.146501255	0.653720809
AL391419.1	-0.036451529	-0.033527056	0.045884731	0.6537674
RPSAP69	-0.111549787	-0.081820755	0.113830779	0.653769569
MAGED4	-0.026820013	-0.439962771	0.027478883	0.653859
WIPI1	1.94930757	0.389639594	1.578950305	0.653929976
RPS27AP11	-0.139339579	-0.564769312	4.384184506	0.653943559
VDAC1P4	-0.034510329	-0.133260931	0.040109216	0.65400438
AP4M1	0.293486623	1.151114187	1.813836356	0.654063391
PSMA3P	-0.022998649	-0.092727156	0.02678751	0.654065185
AP000808.1	-0.131400455	-0.120273175	0.119310092	0.654065383
ASIC2	-0.086973516	-0.084954966	0.094615186	0.654086397
CYCSP25	-0.020692847	-0.031182176	0.02658369	0.654200443
LINC01359	-0.045487353	-0.20032274	0.039857351	0.654223594
AC022211.4	-0.087894228	-0.085017334	0.089590454	0.654367174
Z69890.1	-0.082541498	-0.057561412	0.110728988	0.654407791
KLF3P1	-0.103670127	-0.038519698	0.101082478	0.654520689
GS1-124K5.4	-0.124562582	-1.183738704	0.283161549	0.6545812
RAB6C-AS1	-0.823999592	-0.055212258	0.792988662	0.654633444
MIR4737	-0.10852637	-0.045117018	0.106603142	0.654634899
C6orf203	-1.591288654	-0.456142935	4.802707669	0.654637879
FAM92A	-1.328429304	-0.422282138	4.389170733	0.654709128
RHCE	-0.058768108	-0.091440902	0.054409653	0.654752985
HPX	0.118261167	0.253225697	0.154900462	0.654770518
CCT7	0.108324698	0.65344101	8.536423269	0.654949708
HDDC3	0.24574338	0.883670136	2.412428969	0.65497595
SPCS1	-0.169997982	-0.215010346	7.585443378	0.654986074
NDUFA5P3	-0.034430439	-0.04380641	0.031764752	0.655031257
SARDH	-0.075998084	-0.8381538	0.077474642	0.655066659
AC019171.1	-0.087725921	-0.067455918	0.081082163	0.655067935
SNHG26	-2.474956594	-0.218520962	2.699653584	0.655211003
U2_ENSG00000273694	-0.038974	-0.061647974	0.039365528	0.655220321
AMD1P3	0.138998011	0.402831567	0.711076361	0.655227152
SETP1	-0.024224348	-0.025644979	0.028611875	0.65524175
AL357568.2	-0.072775608	-0.093149284	0.069996247	0.655244552
PTGDS	-0.03673211	-0.076151558	0.036557619	0.655322742
ZNF480	-2.139904678	-0.49121575	6.766113115	0.655354609
STK32B	-0.080636097	-0.278186813	0.084094187	0.655472327
RERG	0.2563266	1.278927823	1.049034081	0.655505779
AC093390.1	-0.054472418	-0.179251714	0.048527788	0.65551699
METTL7A	-0.285617725	-2.58143771	1.409481916	0.655570464
SLC12A4	0.329203955	1.62756819	2.143465411	0.65562785
DISC1	0.181650576	0.358641652	0.328204458	0.655958224
Z82195.2	-0.065768664	-0.159996912	0.058340914	0.655962065
SOD1P3	-0.093901359	-0.367455979	0.429375036	0.65604541
LY86-AS1	0.051121773	0.031781362	0.015184399	0.656106883
AL132656.3	-0.031350704	-0.099620478	0.035678448	0.656136411
ANKS1B	-0.057521944	-0.164055187	0.056169188	0.65618432
PCDHB14	-0.07826696	-0.26618589	0.078210604	0.65626762
HMGN2P25	-0.019860664	-0.097758794	0.020777852	0.656267856
AC005521.1	-0.081817552	-0.023631005	0.092350625	0.656339455
AC023790.2	-0.049018138	-0.365108803	0.044292165	0.65638216
KAT2A	0.290670872	1.957710244	2.097916876	0.656393519
CACNA1F	-0.093426856	-0.090379336	0.087639188	0.656395528
AL354714.1	-0.27493388	-0.052177219	0.26806336	0.656433775
INTS6	0.55949596	0.46365629	2.80235611	0.656674174
AC012313.1	-0.528487349	-0.081919052	0.506048733	0.656708237
AC117394.1	-0.04904047	-0.182947094	0.044831812	0.656841807
AL050343.1	-0.156803612	-0.082743639	0.146024488	0.656928383
HTATSF1	0.146631713	0.367804637	6.540776451	0.656968436
PHBP18	-0.088549608	-0.169639679	0.335301673	0.656994528
AP005202.1	-0.627133984	-0.065812506	8.262091143	0.657120889
IKZF5	0.371322636	1.202383801	3.230862741	0.657151493
FAM185BP	-0.11121056	-0.127358274	0.255344478	0.657157247
FBXO24	-0.115556139	-0.093462908	0.108473983	0.657186316
CENPVL3	-0.055886847	-0.166043032	0.058107366	0.657192358
Y_RNA_ENSG00000252965	-0.182326825	-0.039644004	0.176048284	0.657247143
PRDM5	-0.055610518	-2.205423145	0.048727565	0.657347443
AL109936.1	-0.027012177	-0.021054546	0.033905415	0.657361332
AC016722.2	-0.099935859	-0.081040652	0.09969216	0.657398935
ARPC3P1	0.610424658	0.144586456	3.308863715	0.657571976
EIF2D	0.328946416	0.374950892	3.144495783	0.657588779
SMIM10L2B	-0.070808273	-0.217628047	0.070566673	0.657673434
AP000866.1	-0.062514622	-0.166077624	0.059950719	0.657691736
AC245047.7	-0.028011949	-0.023236143	0.040944135	0.65769349
AL121761.2	-1.429831814	-0.064504839	1.435077874	0.657746526
AL157400.4	-0.063782249	-0.151299889	0.056397311	0.657793967
TSPOAP1-AS1	-0.047083749	-0.057619052	0.048222647	0.65780816
AC005696.4	-0.136787713	-0.083952535	0.136914487	0.657810785
ATP5F1	-0.19507563	-0.125406717	8.848323502	0.65786111
RPS7P5	-0.025393737	-0.03248308	0.026596191	0.657893778
PLAT	-0.079064267	-0.902692821	0.075508282	0.657912267
BTBD19	0.109115835	0.219164079	0.182097865	0.657998625
AL359915.2	0.219857112	0.823633891	0.847084319	0.658021457
AC005224.1	0.156224418	0.42674839	0.316005026	0.658023434
AC004540.1	-0.079700494	-0.321605344	0.096393683	0.658050815
SLC25A3	-0.140193851	-0.090008081	9.560557839	0.658058905
COL1A2	-0.058081716	-1.619834911	0.054060293	0.658171972
AC018641.1	-0.178991543	-0.106493313	0.171477096	0.658259141
EIF2S2P2	-0.087849565	-0.394578355	0.277455561	0.658275412
CCDC102A	0.15333954	0.423054455	0.384690238	0.658336784
SERF2	0.105659442	0.386767927	7.583853046	0.658374479
OR10A2	-0.19286721	-0.1208957	0.203249127	0.658437204
SLC27A3	0.062891376	0.138847695	0.14229036	0.658444004
LRRN3	-0.093598024	-0.251652651	0.087889799	0.65846639
AL162274.2	-0.048245185	-0.067292069	0.044534524	0.65848338
DUSP2	-0.086182659	-0.157143986	0.082195361	0.658510639
AC115618.2	-0.193447162	-0.079559354	0.172986398	0.658517747
LINC01841	-0.048523227	-0.1685286	0.046035685	0.65853462
AC090616.7	-0.07063655	-0.109880481	0.09465998	0.658550275
MIR331	-0.03214972	-0.133392697	0.029961973	0.658554443
AC093462.1	-0.087315333	-0.262361442	0.086126547	0.65855701
AC002545.1	-0.094245037	-1.696428474	0.315159696	0.658590145
PCDHA10	-0.092692565	-0.993487065	0.088502544	0.658604665
ESS2	0.310613399	2.209055269	3.020832072	0.658656034
CR2	-0.086205698	-0.165024673	0.086116305	0.658670118
AC025449.1	-0.422498873	-0.081146099	0.41176404	0.658674388
LINC02166	-0.075499739	-0.050422239	0.072700232	0.65876714
TRMT10B	0.271531588	1.055706228	1.934388979	0.658795657
AC004158.1	-0.064940777	-0.100248506	0.057448804	0.658799459
DGCR11	-0.478943509	-0.088511537	0.461907302	0.658810313
KLB	0.167021058	0.369584849	0.334820497	0.658817668
MB21D1	-0.691924809	-0.097213735	0.683456184	0.658925364
AC105339.2	-0.096911133	-0.112655518	0.108360287	0.65898274
AL512422.1	-0.07828893	-0.208955229	0.308689875	0.659010149
AL158047.1	-0.031572032	-0.0355113	0.032302848	0.659021891
CYP46A1	-0.14445509	-0.08816854	0.136637088	0.659089327
AC093799.1	-0.026971897	-0.030623556	0.03188797	0.659195976
VDAC1P7	-0.023329216	-0.04016054	0.025475525	0.659202908
HNRNPA1P13	-0.020224099	-0.046674265	0.025180101	0.659337328
HSP90AB6P	-0.114212978	-0.588412819	0.6819464	0.659352853
CPA2	-0.077555291	-0.095171555	0.072928229	0.659366093
HIGD1AP3	-0.028422135	-0.045673372	0.032928116	0.659403957
AC079203.1	-0.066827532	-0.040083814	0.067686867	0.659467293
AL034374.1	-0.163572624	-0.99025227	2.100250515	0.659493944
RPS29P8	-0.023728815	-0.028668635	0.029950894	0.659502833
MMACHC	0.281428399	0.893280059	1.731111138	0.659532778
LINC00477	-0.028766291	-0.023012621	0.028640887	0.659583977
POLR1E	0.272137638	2.323290921	4.347469571	0.659606661
CASC8	-0.226477116	-0.072664638	0.219206276	0.659763938
MCHR1	-0.399124292	-0.079196547	0.404826061	0.659815559
AC007228.2	0.12555244	0.158312077	0.501146702	0.659846925
JKAMPP1	-0.024274784	-0.094655618	0.022289249	0.659868509
AC005336.1	-0.442060182	-0.045968571	0.433157764	0.65992713
Z96074.1	-0.056110998	-0.129453427	0.054254435	0.66008552
AC010422.4	-0.09977005	-0.06802853	0.105249939	0.66011468
AC079447.1	0.142669175	0.110694593	0.17714426	0.660127978
USP53	0.319294212	1.291100155	3.746892777	0.660155763
AC124303.1	-0.052771042	-0.287836512	0.046239533	0.660170466
RASAL2-AS1	-0.073428769	-0.118502457	0.067829595	0.66025197
GSTM5P1	0.054017365	0.033778836	0.011711621	0.660255672
RFPL1S	-0.161033838	-0.080441115	0.155511926	0.660273359
PSPC1-AS2	-0.092656968	-0.083140261	0.096980334	0.660303758
HNRNPA3P9	-0.215361539	-0.083873101	0.195521667	0.66042615
PATE2	-0.078945131	-0.116574596	0.076388565	0.660446217
CFL1P3	-0.039685685	-0.049247755	0.077355796	0.660483244
PABPC1L2B	-0.033330753	-0.060229757	0.029839228	0.660533734
WDR17	-0.052897516	-0.711070737	0.049355684	0.660609704
WDR11-AS1	-1.299570973	-0.079039779	1.279293858	0.660635175
AC092611.2	-0.093514649	-0.074198696	0.085628854	0.660689065
XRN1	-1.294984762	-0.434298561	3.225103179	0.660733929
SULT2B1	-0.076213859	-0.288201419	0.084174859	0.660828556
EIF1B-AS1	-0.070338887	-0.443034009	0.071574118	0.66085218
FANCM	0.38345153	1.22565505	3.46079482	0.660853325
CBX3P2	-0.083477446	-0.111663555	0.086825128	0.660864895
CDC27	0.244189297	1.01763513	6.063988737	0.661015204
AL512422.2	0.217480397	0.109161719	0.022282845	0.661051824
AC012447.1	-0.054129431	-0.11649771	0.052849932	0.661102197
RPL7AP26	-0.052786497	-0.044348501	0.087265063	0.661222476
C3orf35	-0.14968415	-0.104219313	0.137454835	0.661231902
CCNB1IP1P1	-0.038345699	-0.10822178	0.035203291	0.661237924
AC008147.3	-0.029794552	-0.024945723	0.027741519	0.661254294
AL121594.2	-0.045514275	-0.035458765	0.052980348	0.661290597
AC010234.1	-0.049226671	-0.024842871	0.053326222	0.661314313
AL132640.2	-0.054820371	-0.132027093	0.058897523	0.661317382
RNU7-75P	-0.244287332	-0.081534812	0.227859194	0.661404023
RPL24P2	-0.93228601	-0.167443418	2.643514391	0.66143328
DPP10-AS1	-0.30063793	-0.068454118	0.295149006	0.661464465
AC092745.2	-0.065139191	-0.087708541	0.065452671	0.661464587
MELTF-AS1	-0.090502596	-0.0801428	0.091133364	0.66149615
U47924.2	-0.158281663	-0.073768605	0.162454419	0.661537842
KIF16B	0.325937564	2.359039694	3.263883014	0.661567281
HMGB3P1	0.107775686	0.048473083	0.034702094	0.661616047
AL445623.2	-0.092675918	-0.417987499	0.100432811	0.661635973
AC106869.1	-0.053330812	-0.607149663	0.047927951	0.661689487
ZIC5	-0.065522248	-2.969064416	0.061217581	0.661721791
CU633906.1	-0.027894523	-0.273721626	0.026606682	0.661724373
E2F6P3	-0.029211152	-0.033171702	0.02684122	0.661733265
AC133552.2	0.268797298	0.165439388	0.177844203	0.661748509
AC012313.6	-0.086224161	-0.086404596	0.081519833	0.661812244
AL590004.2	0.088611898	0.047289637	0.012614587	0.661877752
EEF1A1P15	0.014191787	0.01733971	0.010730343	0.661902406
GABARAPL1	-3.088670855	-0.419019939	5.915503392	0.66201537
AC005498.2	0.053916962	0.093685832	0.053138661	0.662022931
AC015818.2	-0.052171001	-0.10800522	0.051949641	0.6622198
ZNF10	0.363181121	1.794184993	2.116727333	0.662252641
ASPN	-0.468843227	-0.112335444	0.439158257	0.662282531
RTCA	0.248411088	1.742868601	5.628933646	0.662328699
AF228730.2	-0.073825207	-0.114930715	0.214576108	0.662419486
TUBB2A	-0.920755572	-0.294863907	6.061794018	0.662519503
AL391834.1	0.09758844	0.151903717	0.174194382	0.662527969
NANOGP7	-0.086780215	-0.022152747	0.093783292	0.662603008
LINC00622	-0.09628509	-0.093459595	0.084367817	0.662669124
RAG1	-0.265456472	-0.099001381	0.234815979	0.662814658
FAM72B	-0.24323466	-0.708610685	1.165242909	0.66283585
ADIRF-AS1	-0.120004595	-0.083097288	0.119123587	0.662839528
WIPF1	0.427052681	0.205645762	0.258054264	0.662861499
TOR4A	-0.055743374	-0.225497969	0.057714687	0.662866634
AGAP13P	-0.037094999	-0.03129461	0.035303136	0.662961153
AC124283.4	-0.065465311	-0.032928402	0.062639562	0.66298521
AC021001.1	0.238875562	0.083392693	0.05694198	0.663000773
HMGN3	-0.148789697	-2.404754869	6.599464527	0.663022786
