Gene	logFC	logCPM	F	PValue	FDR	logCPM_primed	logCPM_naive
FOXO1	-3.888315112	4.146693506	40.51786213	7.95E-06	0.000272078	6.090851062	2.20253595
NSMAF	3.102259583	6.803158051	40.51276037	7.95E-06	0.000272078	5.252028259	8.354287842
DUOXA2	-11.61621621	0.089985123	42.57895421	8.00E-06	0.00027327	5.89809323	-5.718122983
PLPP1	3.160358706	6.81494483	40.45260606	8.03E-06	0.000273915	5.234765477	8.395124183
ARSJ	-8.404426533	0.709698361	41.24596537	8.06E-06	0.000274895	4.911911628	-3.492514905
AL590426.1	-9.499893208	0.028964948	40.39085185	8.10E-06	0.000275835	4.778911553	-4.720981656
MYO5A	3.18092648	6.057978153	40.36633336	8.13E-06	0.00027654	4.467514913	7.648441393
PLEKHH2	-5.309995055	2.378103876	40.34122235	8.16E-06	0.000277271	5.033101404	-0.276893651
RASD2	-11.51606783	-0.084072711	42.38648664	8.21E-06	0.000278729	5.673961205	-5.842106627
AC005083.1	-8.365783781	1.995242681	44.75721692	8.23E-06	0.000278983	6.178134572	-2.187649209
PHLDA1	-3.227029155	6.124745948	40.17812286	8.36E-06	0.000283162	7.738260525	4.51123137
AC010789.1	11.5153959	-0.12449899	42.22422364	8.40E-06	0.000283867	-5.882196942	5.633198962
UGT3A1	-6.541751064	1.614757863	40.14691902	8.40E-06	0.000283867	4.885633395	-1.656117669
ATP1B2	-5.166218566	2.493329726	40.13931911	8.41E-06	0.000283881	5.076439009	-0.089779557
NAB1	-4.698596564	3.252609305	40.05065907	8.52E-06	0.000287354	5.601907587	0.903311024
AC022784.2	5.676582261	2.158291507	40.00804537	8.58E-06	0.000288878	-0.679999624	4.996582637
FBXO6	6.03511337	2.917903763	42.42757551	8.63E-06	0.000290261	-0.099652922	5.935460448
PMEL	-4.483894623	4.935792389	43.21028215	8.64E-06	0.000290277	7.1777397	2.693845078
GNG4	-3.651832079	4.5159392	39.85531797	8.77E-06	0.000294609	6.341855239	2.69002316
NEDD4L	-3.697389575	4.456103525	39.83435621	8.80E-06	0.000295219	6.304798312	2.607408738
RHOH	-4.917057478	2.736219869	39.79037858	8.86E-06	0.000296634	5.194748608	0.27769113
MAGI2	-5.934305591	1.705717651	39.78819668	8.86E-06	0.000296634	4.672870446	-1.261435145
TRADD	6.043169255	1.616787827	39.77942423	8.87E-06	0.000296706	-1.4047968	4.638372455
TGFB3	5.819717288	1.943151024	39.76890894	8.89E-06	0.000296857	-0.96670762	4.853009668
AL590762.2	8.950956777	1.352936722	43.21015993	8.93E-06	0.000297988	-3.122541666	5.828415111
SCN9A	-6.877814097	0.904160597	39.69181964	8.99E-06	0.000299415	4.343067646	-2.534746451
LINC00320	9.408741174	0.059898399	39.69050326	8.99E-06	0.000299415	-4.644472188	4.764268986
STOM	3.197815509	6.129211314	39.67134978	9.02E-06	0.000299959	4.530303559	7.728119069
FADS1	-3.192757244	6.955032922	39.64749306	9.05E-06	0.000300718	8.551411544	5.3586543
LNCPRESS2	-3.580580409	4.63657109	39.62229886	9.09E-06	0.00030154	6.426861294	2.846280885
NME8	-9.436018334	-0.047902916	39.54887039	9.19E-06	0.000304572	4.670106251	-4.765912083
AC008735.6	4.793020293	3.007752319	39.53244519	9.21E-06	0.000305004	0.611242172	5.404262466
RFPL4A	11.48494388	-0.171847082	41.52825691	9.25E-06	0.000305811	-5.91431902	5.570624857
STAMBPL1	-5.015950831	2.912593249	39.47706286	9.29E-06	0.000306913	5.420568664	0.404617833
ARMT1	3.238875431	10.03458042	39.45437345	9.32E-06	0.000307641	8.415142703	11.65401813
GIPC2	3.787008157	4.363177994	39.40951174	9.38E-06	0.000309407	2.469673916	6.256682073
IVNS1ABP	-3.125188099	7.942956566	39.36441785	9.45E-06	0.000311196	9.505550615	6.380362517
CTNND2	-7.331467485	0.940510216	39.34487801	9.48E-06	0.000311788	4.606243958	-2.725223527
SLCO4C1	3.394517692	5.505000794	39.29424683	9.55E-06	0.000313858	3.807741948	7.20225964
RIT1	-3.306522438	5.201244102	39.25468712	9.61E-06	0.000315413	6.85450532	3.547982883
ZNF585A	4.743152538	3.419240873	39.65406005	9.64E-06	0.000315861	1.047664604	5.790817142
AC106791.1	11.44441799	-0.168140641	41.22438286	9.65E-06	0.000315861	-5.890349634	5.554068353
AP1M2	3.625520683	6.60074349	41.50676571	9.66E-06	0.000315861	4.787983149	8.413503831
RFX7	-3.540550532	4.944198835	39.21764917	9.66E-06	0.000315861	6.714474101	3.173923569
DDX60	-5.955618959	2.023798359	39.16299135	9.74E-06	0.00031796	5.001607838	-0.95401112
SLC35G2	-5.995466224	2.674334956	41.33035728	9.74E-06	0.00031796	5.672068069	-0.323398156
MT1XP1	4.953986369	3.725148671	41.30061748	9.94E-06	0.000323831	1.248155486	6.202141855
SPATA18	5.382944833	2.171800386	39.02620918	9.95E-06	0.000323831	-0.519672031	4.863272802
MFAP3L	4.241073435	3.518670636	38.97789982	1.00E-05	0.000325883	1.398133919	5.639207354
CCDC181	-5.476489763	2.307114426	38.95345839	1.01E-05	0.000326759	5.045359308	-0.431130455
SYT4	-7.553625921	1.222616429	40.11414728	1.02E-05	0.000332148	4.999429389	-2.554196532
COL9A1	-5.349644906	2.77236392	39.4698801	1.02E-05	0.000332148	5.447186373	0.097541467
LDLRAP1	3.910425028	5.245876722	41.05570093	1.03E-05	0.000332394	3.290664208	7.201089236
FIG4	-3.505333611	5.826301943	39.85068183	1.04E-05	0.000334924	7.578968749	4.073635138
CIDEC	7.943289276	0.705389896	39.09763451	1.04E-05	0.000335918	-3.266254742	4.677034534
CTSF	4.964876552	3.23582747	39.59959257	1.04E-05	0.000336541	0.753389194	5.718265746
RCBTB1	3.308509561	7.229244609	39.46332502	1.05E-05	0.000337741	5.574989829	8.88349939
AC013652.2	-8.520877278	0.349334013	38.6599676	1.05E-05	0.000338934	4.609772652	-3.911104627
YPEL1	-5.963660609	1.703999282	38.6436996	1.05E-05	0.000339196	4.685829587	-1.277831022
SDC4	3.182324242	6.125082777	38.6414669	1.05E-05	0.000339196	4.533920655	7.716244898
AC002407.1	-8.487611153	1.549711774	42.35379074	1.06E-05	0.000339537	5.793517351	-2.694093803
KRT16P1	11.44136721	-0.226624667	40.5066948	1.07E-05	0.000342458	-5.94730827	5.494058937
REST	3.316229365	8.804509215	38.92055512	1.08E-05	0.000347164	7.146394533	10.4626239
RRP12	3.984803212	5.133249553	40.64777725	1.09E-05	0.000348561	3.140847947	7.125651159
H2AFY	-3.132067817	5.767601444	38.42303704	1.09E-05	0.000348979	7.333635352	4.201567535
APOE	3.604527096	7.130070703	40.60801269	1.09E-05	0.000349797	5.327807155	8.932334251
NCOA1	3.240862481	5.281034569	38.37146883	1.10E-05	0.000351043	3.660603329	6.90146581
AC144836.1	11.47623503	-0.196290814	40.27662187	1.10E-05	0.000351665	-5.934408327	5.541826699
GNG3	-6.983711315	0.754452836	38.3364973	1.11E-05	0.000351707	4.246308493	-2.737402821
AC025809.2	-9.38738648	-0.065827833	38.33025992	1.11E-05	0.000351707	4.627865406	-4.759521073
MYF6	-11.37121017	-0.274154315	40.24982888	1.11E-05	0.000351707	5.411450771	-5.959759401
MT1X	3.034639065	7.659531137	38.32611449	1.11E-05	0.000351707	6.142211605	9.17685067
VSIG10	3.033511144	8.430646246	38.26293316	1.12E-05	0.000354793	6.913890674	9.947401819
PRAP1	7.899813451	2.030263177	42.32802676	1.12E-05	0.000356125	-1.919643549	5.980169902
TMEM37	3.274094949	5.668894268	38.21995666	1.13E-05	0.000356432	4.031846794	7.305941742
AC093673.2	-8.122180403	0.801491666	39.6265143	1.13E-05	0.000357741	4.862581868	-3.259598535
CTSL	2.990047926	7.514298798	38.16950324	1.13E-05	0.000358373	6.019274835	9.009322761
C6orf132	3.668015781	4.310311866	38.15880507	1.14E-05	0.000358373	2.476303976	6.144319756
S100A4	-7.300508097	1.531660268	39.94978416	1.14E-05	0.000358373	5.181914316	-2.118593781
CCR10	-7.623144528	0.591383849	38.10605098	1.15E-05	0.000359969	4.402956113	-3.220188414
AC068756.1	11.43041636	-0.241193571	40.00504158	1.15E-05	0.000359969	-5.95640175	5.474014608
GPRC5A	8.445121111	2.663402891	43.76579007	1.15E-05	0.000359969	-1.559157664	6.885963447
OXT	6.960226172	1.36307645	38.9954176	1.15E-05	0.000359969	-2.117036636	4.843189536
TM4SF18	-4.514289653	3.069070743	38.09329481	1.15E-05	0.000359969	5.32621557	0.811925916
TBPL2	11.38483855	-0.271109802	39.99235607	1.15E-05	0.000359969	-5.963529077	5.421309473
TBC1D4	-7.368558441	3.158697556	43.72159359	1.15E-05	0.000361013	6.842976776	-0.525581664
AC098864.1	-5.547006836	2.293860099	38.05927634	1.15E-05	0.000361013	5.067363516	-0.479643319
ADTRP	8.280947956	2.744199839	43.70946692	1.16E-05	0.000361072	-1.396274139	6.884673817
TSPAN7	-8.238056125	2.64747009	43.68032256	1.16E-05	0.000361688	6.766498152	-1.471557973
LINC02440	-11.42634689	-0.102690138	39.91864921	1.16E-05	0.000361688	5.610483307	-5.815863583
FGFR3	5.788074477	2.430732195	39.17697298	1.16E-05	0.000361688	-0.463305043	5.324769433
AC074237.1	11.38321745	-0.276501365	39.88932525	1.17E-05	0.00036233	-5.968110091	5.415107362
SLC6A8	3.542150984	5.782934469	39.4920944	1.17E-05	0.00036233	4.011858977	7.554009961
IGFBP2	-2.995951082	7.123255778	37.99073025	1.17E-05	0.00036233	8.62123132	5.625280237
FAM153A	-8.210730648	0.710949237	39.35742018	1.17E-05	0.000362988	4.816314561	-3.394416087
AC025164.2	-7.374857476	0.49099055	37.96588948	1.17E-05	0.000363008	4.178419288	-3.196438188
AP003774.3	-11.37632531	-0.186412383	39.84458483	1.17E-05	0.000363291	5.501750271	-5.874575036
WDR54	-3.637601802	6.809963799	40.1452216	1.18E-05	0.000366293	8.6287647	4.991162898
SNORD113-1	11.3486833	-0.232668011	39.73198253	1.19E-05	0.000368483	-5.907009663	5.441673641
SLC6A19	8.88032263	2.448206459	43.43270377	1.20E-05	0.000369254	-1.991954856	6.888367773
FGD5	-7.786616698	1.709660238	40.78113642	1.20E-05	0.000369375	5.602968587	-2.183648111
LCTL	-5.688323878	2.749582874	39.7074608	1.20E-05	0.000369375	5.593744813	-0.094579065
RMND1	3.022989204	7.644731319	37.80590536	1.20E-05	0.000369585	6.133236717	9.156225921
AC022150.3	6.30888714	1.5128182	37.77126148	1.21E-05	0.000371217	-1.641625369	4.66726177
TMEM47	-4.414878849	4.344933149	39.91125002	1.21E-05	0.000371217	6.552372573	2.137493724
WNT11	7.538105119	0.437853751	37.75565382	1.21E-05	0.000371392	-3.331198809	4.206906311
FOXC1	9.314429782	-0.144159928	37.74732272	1.21E-05	0.000371509	-4.80137482	4.513054963
MAPRE2	-3.095310927	5.896004442	37.67223808	1.23E-05	0.000375485	7.443659906	4.348348979
PNLDC1	7.213088818	0.934796903	37.86363281	1.23E-05	0.000375485	-2.671747506	4.541341312
OAS1	8.602818988	2.741273604	43.41929671	1.23E-05	0.000376767	-1.56013589	7.042683098
LINC01287	11.37190719	-0.294647568	39.49016171	1.23E-05	0.000377068	-5.980601161	5.391306026
VTCN1	11.32951469	-0.261983025	39.47647641	1.24E-05	0.000377444	-5.926740369	5.402774318
AC124947.2	11.37337325	-0.294628785	39.43466946	1.24E-05	0.00037923	-5.98131541	5.392057841
PZP	-8.432529687	-0.058571433	37.57177686	1.24E-05	0.00037923	4.15769341	-4.274836276
PF4	-11.31462062	-0.325471461	39.40493325	1.25E-05	0.000380078	5.331838848	-5.982781771
CLEC9A	11.33148349	-0.233100123	39.39858178	1.25E-05	0.000380078	-5.89884187	5.432641624
ASPA	11.32410215	-0.266369369	39.39462313	1.25E-05	0.000380078	-5.928420444	5.395681707
ANGPTL2	-8.218966369	0.896839562	39.5236657	1.26E-05	0.00038178	5.006322747	-3.212643622
KLRF2	-7.852793997	0.54494233	37.64408942	1.27E-05	0.000384077	4.471339329	-3.381454668
ZNF423	-4.628772049	2.938447644	37.44859127	1.27E-05	0.000384077	5.252833668	0.624061619
DRGX	11.3567053	-0.308777455	39.29551953	1.27E-05	0.000384077	-5.987130104	5.369575194
MYL7	-11.50294116	0.01912578	39.21865621	1.28E-05	0.000388008	5.770596359	-5.732344798
RFPL4AL1	11.3677015	-0.301948728	39.21079025	1.29E-05	0.000388075	-5.985799477	5.38190202
SYCE1	11.31059052	-0.307173429	39.18339821	1.29E-05	0.000389245	-5.962468691	5.348121834
HPDL	3.978693361	4.943498948	39.35884961	1.31E-05	0.000394007	2.954152268	6.932845629
AC034213.1	11.36436593	-0.306027534	39.05523292	1.31E-05	0.000395804	-5.9882105	5.376155431
IGLON5	-11.3294724	-0.222168579	39.00033704	1.33E-05	0.000398598	5.44256762	-5.886904777
TRPC4	-7.980708814	0.669084696	38.06549003	1.33E-05	0.000398923	4.659439103	-3.321269711
KCTD8	-6.246776034	1.751095482	37.68641756	1.33E-05	0.000398923	4.874483499	-1.372292534
FRK	5.003726276	2.488673718	37.13325668	1.33E-05	0.000400039	-0.01318942	4.990536856
DIRAS3	11.29560068	-0.328248175	38.93104372	1.34E-05	0.0004011	-5.976048517	5.319552168
RASL10B	-8.024570715	0.705821347	37.90107255	1.35E-05	0.000405271	4.718106705	-3.30646401
NEURL1	6.536012635	1.913158096	38.76280542	1.36E-05	0.000405585	-1.354848221	5.181164414
AC092167.1	11.30187414	-0.346599348	38.82985999	1.36E-05	0.000405904	-5.997536416	5.30433772
ATP6V0D2	9.206130317	-0.16134693	37.00531605	1.36E-05	0.000406195	-4.764412088	4.441718229
THBS1	-7.399024707	2.408898386	41.04504261	1.36E-05	0.000406195	6.10841074	-1.290613967
ADGRB3	4.239742274	3.306043814	36.97429155	1.37E-05	0.000407477	1.186172677	5.425914951
ASGR1	-5.319176777	2.193092421	36.94629473	1.37E-05	0.000408897	4.852680809	-0.466495968
BNIP3P1	-2.943813067	6.696639412	36.92739531	1.38E-05	0.000409732	8.168545946	5.224732879
TMBIM1	3.470549779	6.179810208	38.72119152	1.38E-05	0.000410331	4.444535319	7.915085098
PAK3	-6.763082992	2.132586126	39.2347681	1.39E-05	0.000413565	5.514127623	-1.24895537
AC103736.1	-6.180558019	1.163017748	36.84789732	1.40E-05	0.000413589	4.253296758	-1.927261261
AC087392.2	11.36382018	-0.306781181	38.64326597	1.40E-05	0.000413589	-5.988691273	5.375128911
LINC01446	8.163928033	1.823273659	40.67281145	1.40E-05	0.000414319	-2.258690357	5.905237675
FAM19A5	-6.102493064	1.202376676	36.73368665	1.42E-05	0.000420077	4.253623208	-1.848869856
AL356489.2	-6.415568321	1.094927822	36.7284535	1.42E-05	0.000420077	4.302711982	-2.112856338
KLHL23	-3.150802543	5.343725536	36.71587983	1.42E-05	0.000420519	6.919126808	3.768324265
SLCO1C1	11.26917032	-0.366630419	38.45941441	1.43E-05	0.000422912	-6.00121558	5.267954742
CCDC190	11.30022686	-0.364329748	38.4451047	1.44E-05	0.000423405	-6.014443176	5.285783681
KLHDC7A	-7.484581308	0.239776524	36.62192571	1.45E-05	0.000425651	3.982067178	-3.50251413
C19orf66	-5.739346095	1.883620295	36.5944786	1.45E-05	0.000427115	4.753293343	-0.986052752
FAM20A	7.067654622	2.522439238	40.38961766	1.45E-05	0.000427265	-1.011388073	6.056266549
BNIP3	-2.989981439	9.203984939	36.57722523	1.46E-05	0.000427486	10.69897566	7.70899422
TAGLN2	3.64186117	7.920722559	39.19741413	1.46E-05	0.000428487	6.099791974	9.741653144
AL031767.1	11.28982789	-0.375050379	38.26965884	1.48E-05	0.000432062	-6.019964323	5.269863565
SLC22A17	-5.974901617	1.338774574	36.49264476	1.48E-05	0.000432079	4.326225383	-1.648676234
GRIN2A	-5.305211524	2.080152374	36.41650638	1.49E-05	0.000436962	4.732758136	-0.572453388
ADAMTSL5	6.498574669	1.914658935	38.2069573	1.50E-05	0.000437695	-1.3346284	5.163946269
AC119751.3	11.2405571	-0.366936635	38.14585273	1.50E-05	0.000438405	-5.987215184	5.253341914
PHOSPHO1	8.745627819	0.783215697	38.43776774	1.51E-05	0.000441125	-3.589598213	5.156029606
AL392023.1	-3.729133704	4.273035763	36.304722	1.52E-05	0.000443197	6.137602615	2.408468911
ZNF552	3.065709439	5.686938107	36.26891665	1.53E-05	0.000445319	4.154083387	7.219792826
APELA	2.921254658	8.173908666	36.26332717	1.53E-05	0.000445319	6.713281337	9.634535995
CALCRL	-7.053198477	1.957133973	39.00759635	1.54E-05	0.000446008	5.483733212	-1.569465265
TRIM53AP	11.23097036	-0.349143171	37.98476277	1.54E-05	0.000446203	-5.96462835	5.266342009
WDR17	-5.989861457	1.284974085	36.23357572	1.54E-05	0.000446203	4.279904814	-1.709956643
AP001157.1	-3.590939905	4.319242812	36.19676468	1.55E-05	0.000448041	6.114712764	2.523772859
C1orf54	-4.131665912	4.326128838	37.8368373	1.55E-05	0.000448041	6.391961794	2.260295882
TTLL6	-8.649807265	0.977915864	38.93838912	1.55E-05	0.00044834	5.302819497	-3.346987768
SLC7A2	3.660936068	4.146783107	36.16249647	1.56E-05	0.000449659	2.316315073	5.977251141
IGSF21	-8.926455964	1.254876235	39.47216775	1.56E-05	0.000450802	5.718104217	-3.208351747
GPC4	-3.091846888	5.702308751	36.09673656	1.57E-05	0.000453603	7.248232195	4.156385307
PLPPR4	-11.2601067	-0.393998103	37.77199547	1.59E-05	0.000457476	5.236055249	-6.024051455
SMIM14	-3.488053551	6.054564798	37.91144409	1.59E-05	0.000458163	7.798591574	4.310538023
KCNJ2-AS1	-11.21909787	-0.356752986	37.72610339	1.60E-05	0.000459772	5.252795951	-5.966301922
LINC01608	11.22165634	-0.325321685	37.6853383	1.61E-05	0.000462155	-5.936149853	5.285506484
LINC02335	6.769612603	0.827392444	35.9517976	1.61E-05	0.000462194	-2.557413857	4.212198745
AL590235.2	9.182995543	-0.256447874	35.94545266	1.61E-05	0.000462243	-4.847945646	4.335049897
RASD1	4.529202918	2.829786203	35.88693383	1.63E-05	0.000466207	0.565184744	5.094387661
HMGCLL1	-9.235224118	-0.208556349	35.86154332	1.63E-05	0.000467337	4.40905571	-4.826168408
ACVRL1	8.381429963	1.259957308	39.12199638	1.63E-05	0.000467337	-2.930757673	5.450672289
STK26	-3.02342386	7.545637877	35.82125529	1.64E-05	0.000469893	9.057349807	6.033925948
MAP1LC3C	4.207844055	3.286122541	35.81464803	1.65E-05	0.000469966	1.182200513	5.390044568
SYNE4	-4.182732535	3.984696692	36.82781172	1.65E-05	0.000471224	6.076062959	1.893330424
CTNNA2	-6.746770689	0.728598806	35.75101659	1.66E-05	0.000473905	4.10198415	-2.644786539
C1DP2	5.685570786	1.515482121	35.74622101	1.67E-05	0.000473905	-1.327303272	4.358267514
TNFSF9	8.255679989	2.006904048	40.43102616	1.67E-05	0.00047498	-2.120935947	6.134744043
SPATA22	8.194495495	2.616278416	40.80093021	1.67E-05	0.000475059	-1.480969331	6.713526164
DMRTA1	-5.565757534	1.618066641	35.70172068	1.68E-05	0.000476036	4.400945408	-1.164812125
AP004608.1	-9.181533087	-0.194802017	35.68711626	1.68E-05	0.000476732	4.395964526	-4.785568561
AC016710.1	11.18857217	-0.430334925	37.35184959	1.69E-05	0.000479238	-6.024621011	5.16395116
GPAT2	11.20985462	-0.445932835	37.32564675	1.70E-05	0.000480695	-6.050860143	5.158994474
PHKA1-AS1	9.18052988	-0.104905029	35.79574226	1.70E-05	0.000480955	-4.695169969	4.485359911
CHD7	-2.89699819	6.460015347	35.60135821	1.70E-05	0.000481518	7.908514442	5.011516252
MCUB	2.928095293	6.551720132	35.5977317	1.71E-05	0.000481518	5.087672485	8.015767778
ACSM6	11.18091076	-0.423902786	37.27099657	1.71E-05	0.000482915	-6.014358166	5.166552595
ERICH5	4.290345636	3.331406876	35.56228612	1.72E-05	0.000483428	1.186234058	5.476579694
CYCSP6	9.092017619	-0.182892125	35.47947272	1.74E-05	0.00048955	-4.728900934	4.363116684
AC091820.1	-7.442628866	0.397589792	35.45594937	1.75E-05	0.000490592	4.118904225	-3.323724642
AC106800.2	-4.744856004	2.549913973	35.45521641	1.75E-05	0.000490592	4.922341975	0.177485971
INMT	-8.372747258	0.783137044	37.46257271	1.75E-05	0.000490592	4.969510673	-3.403236585
SFRP1	-2.903425392	6.992664427	35.41948478	1.76E-05	0.000492586	8.444377123	5.540951731
DRAM1	3.926855289	4.330586272	36.35808842	1.77E-05	0.000495379	2.367158628	6.294013917
CD320	3.431835606	8.574452253	37.27092442	1.77E-05	0.000496593	6.85853445	10.29037006
CYP26A1	-7.448079677	1.176584279	37.22648733	1.79E-05	0.00050026	4.900624118	-2.54745556
TSPY26P	-7.689062003	0.836146496	36.71361156	1.79E-05	0.000500495	4.680677498	-3.008384506
PHC1	-3.655820045	4.199850523	35.28372791	1.80E-05	0.000500827	6.027760546	2.371940501
CCDC160	-3.973541598	3.502330875	35.28084569	1.80E-05	0.000500827	5.489101673	1.515560076
HSD17B6	3.496758011	4.303709133	35.27957063	1.80E-05	0.000500827	2.555330128	6.052088139
MAPK10	-4.787022132	2.622600781	35.25810731	1.80E-05	0.000502141	5.016111847	0.229089715
ZNF680P1	8.156358148	0.571630542	36.78743058	1.81E-05	0.000504182	-3.506548532	4.649809616
MT1B	8.606494755	-0.062256363	35.1973499	1.82E-05	0.000506017	-4.365503741	4.240991014
AL353692.3	5.867729577	1.60555944	35.19484661	1.82E-05	0.000506017	-1.328305349	4.539424228
ST6GAL2	-7.58490764	3.870222682	45.02037511	1.83E-05	0.000508371	7.662676502	0.077768862
DENND3	4.302461348	3.14261197	35.14900563	1.84E-05	0.000508929	0.991381296	5.293842644
TEX11	8.369525159	3.466275036	44.89782535	1.86E-05	0.000514365	-0.718487543	7.651037616
RBFOX3	-6.416041954	1.245164987	35.19264033	1.86E-05	0.000515867	4.453185964	-1.96285599
FYB1	6.773009672	0.739401239	35.0307539	1.87E-05	0.000517533	-2.647103597	4.125906075
SPOCK3	-5.564617594	2.315029798	35.9035603	1.87E-05	0.000517989	5.097338595	-0.467278999
GCH1	3.435910594	4.872904486	35.00826027	1.88E-05	0.000518423	3.154949189	6.590859783
NDNF	-8.43244615	0.179513587	35.82675555	1.88E-05	0.000518423	4.395736662	-4.036709489
GLI3	-5.939616586	2.355479672	36.8520752	1.89E-05	0.000520321	5.325287965	-0.614328621
GDA	11.13547319	-0.48062689	36.5942505	1.90E-05	0.000522247	-6.048363485	5.087109706
GREM2	7.91467612	2.429931288	39.83750651	1.90E-05	0.000522247	-1.527406771	6.387269348
CLEC4D	4.859685834	2.442305952	34.92045077	1.91E-05	0.000523768	0.012463035	4.872148869
