gene	seqnames	start	end	gata2	gata3	tfap2a	tfap2c	logFC	adj.P.Val
EIF3K	chr19	39104721	39113221	0	0	0	0	-0.36212297	0.000512671
EIF3L	chr22	38240378	38248878	0	0	0	0	0.276335887	2.95E-06
EIF3M	chr11	32600312	32608812	0	0	0	0	-0.377986464	4.69E-06
EIF4A2	chr3	186496360	186504860	0	0	0	1	0.497124669	9.34E-08
EIF4A3	chr17	78117482	78125982	0	1	0	0	-0.863753764	1.97E-10
EIF4B	chr12	53395061	53403561	0	0	0	0	0.194928381	0.002382071
EIF4E	chr4	99846743	99855243	0	0	0	0	-1.846954501	1.91E-14
EIF4E	chr4	99848286	99856786	0	0	0	0	-1.846954501	1.91E-14
EIF4E1B	chr5	176052682	176061182	0	0	0	0	-3.505977257	0.00408961
EIF4E2	chr2	233410296	233418796	0	0	1	1	-0.462326165	4.41E-07
EIF4E3	chr3	71799275	71807775	0	0	0	0	-1.492224422	3.97E-13
EIF4E3	chr3	71800424	71808924	0	0	0	0	-1.492224422	3.97E-13
EIF4E3	chr3	71771026	71779526	0	0	0	0	-1.492224422	3.97E-13
EIF4E3	chr3	71800034	71808534	0	0	0	0	-1.492224422	3.97E-13
EIF4E3	chr3	71774769	71783269	0	1	0	0	-1.492224422	3.97E-13
EIF4EBP1	chr8	37883019	37891519	0	0	0	0	-2.167690696	1.10E-15
EIF4EBP2	chr10	72158860	72167360	0	0	0	0	0.259323898	0.001079599
EIF4EBP3	chr5	139922250	139930750	0	0	0	0	-0.760352241	0.002369024
EIF4G1	chr3	184033100	184041600	0	0	0	0	-0.616395928	5.67E-07
EIF4G1	chr3	184027951	184036451	0	1	0	0	-0.616395928	5.67E-07
EIF4G1	chr3	184027282	184035782	0	1	0	0	-0.616395928	5.67E-07
EIF4G2	chr11	10827082	10835582	0	0	0	0	-0.290925658	0.000384418
EIF4G2	chr11	10826043	10834543	0	0	0	0	-0.290925658	0.000384418
EIF4G3	chr1	21497751	21506251	0	0	1	0	-0.287686812	0.000882606
EIF4G3	chr1	21434376	21442876	0	0	0	0	-0.287686812	0.000882606
EIF4G3	chr1	21499881	21508381	0	0	1	0	-0.287686812	0.000882606
EIF4H	chr7	73583705	73592205	0	0	0	0	-0.144703576	0.007125499
EIF5	chr14	103796197	103804697	0	0	0	0	-0.613029256	2.13E-07
EIF5	chr14	103795338	103803838	0	0	0	0	-0.613029256	2.13E-07
EIF5A	chr17	7206693	7215193	0	0	0	0	-1.178499708	1.69E-13
EIF5A	chr17	7206287	7214787	0	0	0	0	-1.178499708	1.69E-13
EIF5A	chr17	7205317	7213817	0	0	0	0	-1.178499708	1.69E-13
EIF5A	chr17	7205855	7214355	0	0	0	0	-1.178499708	1.69E-13
EIF5A2	chr3	170622926	170631426	0	1	0	0	0.702979998	0.000992419
EIF5AL1	chr10	81267356	81275856	0	0	0	0	-1.200421555	1.32E-12
EIF5B	chr2	99948833	99957333	0	0	1	0	-0.512260962	0.000845369
EIF6	chr20	33869020	33877520	0	0	0	0	-0.470470469	2.43E-05
EIF6	chr20	33869119	33877619	0	0	0	0	-0.470470469	2.43E-05
ELAC2	chr17	12917881	12926381	0	0	0	0	-0.43012637	3.58E-06
ELAVL1	chr19	8067029	8075529	0	0	0	0	-0.39084875	2.25E-06
ELAVL2	chr9	23818343	23826843	0	0	0	0	-2.281268507	1.30E-15
ELAVL2	chr9	23817978	23826478	0	0	0	0	-2.281268507	1.30E-15
ELAVL2	chr9	23822563	23831063	0	0	0	0	-2.281268507	1.30E-15
ELAVL3	chr19	11588303	11596803	0	0	0	0	-2.824845575	0.00295084
ELAVL4	chr1	50569593	50578093	0	0	0	0	-4.087532105	1.15E-05
ELAVL4	chr1	50564581	50573081	0	0	0	0	-4.087532105	1.15E-05
ELAVL4	chr1	50508685	50517185	0	0	0	0	-4.087532105	1.15E-05
ELAVL4	chr1	50566963	50575463	0	0	0	0	-4.087532105	1.15E-05
ELF1	chr13	41590008	41598508	0	0	0	0	2.734387219	6.55E-18
ELF1	chr13	41552918	41561418	0	0	0	0	2.734387219	6.55E-18
ELF2	chr4	140057130	140065630	0	0	0	0	1.224292061	2.03E-13
ELF2	chr4	140002068	140010568	0	0	0	0	1.224292061	2.03E-13
ELF3	chr1	201974689	201983189	0	1	1	1	3.256833906	1.39E-16
ELF4	chrX	129241188	129249688	0	0	1	1	5.290115826	3.97E-13
ELF4	chrX	129240975	129249475	0	0	1	1	5.290115826	3.97E-13
ELF5	chr11	34529846	34538346	0	0	0	0	4.500995825	7.51E-09
ELF5	chr11	34531847	34540347	0	0	0	0	4.500995825	7.51E-09
ELFN1	chr7	1743797	1752297	0	0	0	0	2.260750518	6.15E-10
ELFN2	chr22	37820005	37828505	0	0	0	0	-2.387243141	0.000409133
ELK3	chr12	96583206	96591706	0	0	0	0	1.404227286	1.93E-10
ELK4	chr1	205598500	205607000	0	0	0	0	0.179229875	0.025821369
ELL	chr19	18629437	18637937	0	0	0	0	0.832390591	7.24E-07
ELL2	chr5	95294275	95302775	0	0	0	0	0.591281551	2.42E-05
ELL3	chr15	44066002	44074502	0	0	0	0	-1.040146016	2.11E-08
ELMO1	chr7	37021217	37029717	0	0	0	0	2.914687552	2.66E-14
ELMO1	chr7	37485429	37493929	1	1	1	1	2.914687552	2.66E-14
ELMO1	chr7	37389772	37398272	0	1	0	0	2.914687552	2.66E-14
ELMO1	chr7	37022371	37030871	0	0	0	0	2.914687552	2.66E-14
ELMO1	chr7	37485055	37493555	1	1	1	1	2.914687552	2.66E-14
ELMO1-AS1	chr7	37032400	37040900	0	0	0	0	1.985488933	0.000609495
ELMO3	chr16	67228027	67236527	0	0	0	0	0.934943874	5.30E-09
ELMOD1	chr11	107456816	107465316	0	0	0	0	6.21758473	6.53E-16
ELMOD2	chr4	141440311	141448811	0	1	0	0	-0.352234256	0.022920085
ELMSAN1	chr14	74223501	74232001	0	0	1	1	2.268670365	4.41E-13
ELMSAN1	chr14	74250396	74258896	0	1	0	0	2.268670365	4.41E-13
ELN	chr7	73437118	73445618	0	0	0	1	-1.377002917	9.60E-09
ELOF1	chr19	11666551	11675051	0	0	0	0	-0.49617068	8.66E-07
ELOVL1	chr1	43829909	43838409	0	0	0	0	1.626433687	8.18E-17
ELOVL1	chr1	43830245	43838745	0	0	0	0	1.626433687	8.18E-17
ELOVL2	chr6	11041124	11049624	0	0	0	0	0.765455819	0.009090236
ELOVL4	chr6	80653815	80662315	0	0	0	0	-1.101601926	6.60E-10
ELOVL5	chr6	53210477	53218977	0	1	0	0	-0.430788181	0.001055863
ELOVL6	chr4	111116320	111124820	0	1	1	1	-0.442508119	1.64E-05
ELOVL6	chr4	111116271	111124771	0	1	1	1	-0.442508119	1.64E-05
ELOVL7	chr5	60136601	60145101	0	1	0	1	0.316470489	0.027682967
ELP4	chr11	31526296	31534796	0	0	0	0	-0.341534986	0.00236393
ELP5	chr17	7150371	7158871	0	0	0	0	-0.50401087	1.16E-06
ELP5	chr17	7150550	7159050	0	0	0	0	-0.50401087	1.16E-06
ELP6	chr3	47551699	47560199	0	0	0	0	-1.107821108	1.56E-11
EMB	chr5	49733734	49742234	0	0	0	0	-0.993790887	2.41E-10
EMBP1	chr1	121255909	121264409	0	0	0	0	-1.039892178	8.82E-09
EMC1	chr1	19574553	19583053	0	0	0	0	-0.555443309	7.21E-09
EMC10	chr19	50974735	50983235	0	0	0	0	-0.272410026	0.014049065
EMC3-AS1	chr3	10023576	10032076	0	0	0	0	-1.428830422	4.26E-12
EMC4	chr15	34512197	34520697	0	0	0	0	-0.533555358	6.74E-07
EMC7	chr15	34390553	34399053	0	0	0	1	-0.589327255	1.14E-07
EMC8	chr16	85829648	85838148	0	0	0	0	-0.864622334	1.07E-12
EMC9	chr14	24607297	24615797	0	0	0	0	-2.272743834	6.37E-15
EME1	chr17	48445580	48454080	0	0	0	0	-0.409075343	0.000148221
EMG1	chr12	7074943	7083443	0	0	0	0	-1.270519976	3.37E-12
EMID1	chr22	29596900	29605400	0	0	0	0	0.429100073	0.028924388
EMILIN1	chr2	27296434	27304934	0	0	0	0	-1.247952591	4.74E-06
EMILIN2	chr18	2842027	2850527	0	0	0	1	4.804606402	2.86E-16
EMILIN3	chr20	39991998	40000498	0	0	1	0	-0.429756558	0.004687494
EML2	chr19	46143485	46151985	0	0	1	1	0.352064005	0.009959766
EML2	chr19	46139175	46147675	0	0	1	1	0.352064005	0.009959766
EML2	chr19	46145275	46153775	0	0	1	1	0.352064005	0.009959766
EML3	chr11	62376737	62385237	0	0	0	0	1.41039434	1.97E-14
EML4	chr2	42391489	42399989	0	0	0	0	-0.530023532	5.03E-10
EMP1	chr12	13344601	13353101	0	0	0	0	3.222060038	9.61E-06
EMP2	chr16	10671039	10679539	0	0	0	0	2.792865889	4.04E-20
EMP3	chr19	48823628	48832128	0	0	0	1	1.083851919	3.08E-07
EN1	chr2	119602259	119610759	0	1	0	0	4.527516568	1.12E-08
EN2	chr7	155245823	155254323	0	0	0	0	2.148983995	0.030828509
ENAH	chr1	225837345	225845845	0	0	0	0	-0.752770668	3.38E-13
ENC1	chr5	73933749	73942249	0	1	1	1	1.415256854	3.26E-08
ENDOD1	chr11	94817973	94826473	0	0	0	0	1.86335529	4.49E-14
ENDOG	chr9	131575778	131584278	0	0	0	0	-0.288077014	0.00338005
ENDOU	chr12	48115855	48124355	0	0	0	1	4.169410954	1.73E-05
ENDOV	chr17	78383966	78392466	0	0	0	0	1.373599823	2.73E-09
ENGASE	chr17	77066018	77074518	0	0	0	0	-0.534893407	6.27E-05
ENHO	chr9	34519537	34528037	0	0	0	0	-2.438994653	5.43E-14
ENKD1	chr16	67697128	67705628	0	0	0	0	0.731432404	2.76E-06
ENO1	chr1	8935651	8944151	0	1	0	1	-1.278286315	5.62E-12
ENO1	chr1	8928135	8936635	0	0	0	0	-1.278286315	5.62E-12
ENO2	chr12	7018613	7027113	0	0	0	0	-3.89535383	2.48E-17
ENO3	chr17	4849383	4857883	0	0	1	1	-1.078911432	2.61E-06
ENO4	chr10	118604022	118612522	0	0	0	0	1.336386155	0.000356276
ENOPH1	chr4	83346725	83355225	0	0	0	0	-1.652464284	1.70E-15
ENOSF1	chr18	709017	717517	0	0	0	0	-0.911271332	3.44E-09
ENOSF1	chr18	709162	717662	0	0	0	0	-0.911271332	3.44E-09
ENOX1	chr13	44200113	44208613	0	0	0	0	3.442202429	8.52E-13
ENOX1	chr13	44357616	44366116	0	0	1	0	3.442202429	8.52E-13
ENOX2	chrX	130033791	130042291	0	0	0	1	-0.498835468	3.48E-06
ENPEP	chr4	111392228	111400728	1	1	1	1	7.310038744	1.05E-18
ENPP1	chr6	132124155	132132655	0	0	0	0	0.432865044	8.87E-05
ENPP2	chr8	120601748	120610248	0	0	0	0	-1.820966198	0.002736432
ENPP2	chr8	120647606	120656106	0	1	0	0	-1.820966198	0.002736432
ENPP4	chr6	46092700	46101200	0	0	0	1	-1.90386945	1.44E-11
ENPP5	chr6	46135217	46143717	0	0	0	0	-0.464355222	0.000979462
ENPP6	chr4	185135614	185144114	0	0	0	0	4.335721635	4.40E-11
ENSA	chr1	150598109	150606609	0	0	0	0	-0.367610905	6.86E-06
ENSA	chr1	150598598	150607098	0	0	0	0	-0.367610905	6.86E-06
ENTHD2	chr17	79209391	79217891	0	0	0	0	1.202120201	8.32E-10
ENTPD1	chr10	97510672	97519172	0	0	1	1	-0.348340775	0.001544714
ENTPD1	chr10	97510408	97518908	0	0	1	1	-0.348340775	0.001544714
ENTPD1	chr10	97466535	97475035	0	0	0	0	-0.348340775	0.001544714
ENTPD4	chr8	23311744	23320244	1	1	1	1	2.891306911	2.74E-19
ENTPD5	chr14	74482526	74491026	0	0	0	0	0.544786576	0.0003391
ENTPD8	chr9	140332401	140340901	0	0	0	1	2.910660625	0.000232556
ENY2	chr8	110341551	110350051	0	0	0	0	-0.881888313	4.63E-08
EOGT	chr3	69059545	69068045	0	0	0	0	-0.859406827	3.23E-06
EP300	chr22	41483613	41492113	0	0	0	0	0.408744697	0.000855651
EP400NL	chr12	132563827	132572327	0	0	0	0	0.470663624	0.000626153
EPAS1	chr2	46519540	46528040	1	1	0	0	12.55184708	5.72E-12
EPB41	chr1	29236087	29244587	0	0	0	0	-0.934286521	2.49E-12
EPB41	chr1	29208602	29217102	0	0	0	1	-0.934286521	2.49E-12
EPB41L2	chr6	131380962	131389462	0	0	1	1	-0.433185012	0.000967267
EPB41L2	chr6	131318407	131326907	0	0	0	0	-0.433185012	0.000967267
EPB41L3	chr18	5625490	5633990	0	1	0	1	4.587585736	2.01E-20
EPB41L3	chr18	5537055	5545555	0	0	0	0	4.587585736	2.01E-20
EPB41L3	chr18	5540809	5549309	0	0	0	0	4.587585736	2.01E-20
EPB41L4A	chr5	111751510	111760010	0	1	1	0	1.703773676	1.01E-14
EPB41L4A-AS1	chr5	111491222	111499722	0	0	0	0	0.793441422	1.59E-09
EPB41L4A-AS2	chr5	111750279	111758779	0	1	1	0	4.02844523	1.16E-05
EPB41L4B	chr9	112079521	112088021	0	0	1	0	0.18801297	0.020771985
EPB41L5	chr2	120765603	120774103	0	1	0	0	0.901736894	1.03E-11
EPB41L5	chr2	120765784	120774284	0	0	0	0	0.901736894	1.03E-11
EPC1	chr10	32632476	32640976	0	0	0	0	0.749139336	1.17E-07
EPC1	chr10	32632646	32641146	0	0	0	0	0.749139336	1.17E-07
EPC1	chr10	32664226	32672726	0	1	0	0	0.749139336	1.17E-07
EPC2	chr2	149397559	149406059	0	0	0	0	0.622657017	6.16E-07
EPCAM	chr2	47591286	47599786	0	0	1	1	0.848575281	7.72E-10
EPDR1	chr7	37955920	37964420	0	0	0	0	-4.480527538	1.36E-12
EPDR1	chr7	37955162	37963662	0	0	0	0	-4.480527538	1.36E-12
EPG5	chr18	43543805	43552305	0	0	0	0	0.479104257	5.26E-06
EPGN	chr4	75169186	75177686	0	1	0	0	-2.515761965	0.006499122
EPHA1	chr7	143102485	143110985	0	1	0	0	-0.665096376	1.54E-07
EPHA1-AS1	chr7	143099905	143108405	0	1	0	0	-2.873400669	5.49E-06
EPHA10	chr1	38227324	38235824	0	0	0	0	-3.717481426	7.62E-05
EPHA2	chr1	16479082	16487582	0	0	0	1	-0.69012973	0.006044333
EPHA3	chr3	89151673	89160173	0	1	1	0	0.59952701	0.009119404
EPHA4	chr2	222433510	222442010	0	1	1	1	1.435404109	3.89E-10
EPHA5	chr4	66532713	66541213	0	0	0	0	-2.559839241	0.005647611
EPHA7	chr6	94125800	94134300	0	0	0	0	-2.848413903	5.68E-15
EPHA8	chr1	22885003	22893503	0	0	0	0	-3.64670799	9.62E-12
EPHB1	chr3	134509098	134517598	0	0	0	0	0.845880565	0.000270783
EPHB2	chr1	23032330	23040830	0	1	0	0	-0.672840922	5.09E-07
EPHB3	chr3	184274586	184283086	0	0	0	0	6.033152294	1.43E-14
EPHB6	chr7	142547775	142556275	0	0	0	0	1.794843962	3.12E-13
EPHB6	chr7	142555513	142564013	0	0	0	0	1.794843962	3.12E-13
EPHB6	chr7	142554774	142563274	0	0	0	0	1.794843962	3.12E-13
EPHX2	chr8	27343518	27352018	0	0	0	0	-2.178039041	3.65E-10
EPHX2	chr8	27343684	27352184	0	0	0	0	-2.178039041	3.65E-10
EPHX3	chr19	15340358	15348858	0	0	0	0	-1.12009351	1.35E-09
EPHX3	chr19	15339731	15348231	0	0	0	0	-1.12009351	1.35E-09
EPHX4	chr1	92490532	92499032	0	0	0	0	-4.534247035	2.41E-08
EPM2A	chr6	146053491	146061991	0	0	1	0	-1.241662586	3.23E-10
EPM2AIP1	chr3	37031295	37039795	0	0	0	0	0.763102474	8.18E-09
EPN1	chr19	56181560	56190060	0	0	0	0	0.524820795	0.000100932
EPN1	chr19	56182990	56191490	0	0	0	0	0.524820795	0.000100932
EPN2	chr17	19135689	19144189	0	1	0	0	0.254553009	0.001323883
EPN3	chr17	48605047	48613547	0	0	1	1	3.50625917	1.18E-13
EPOR	chr19	11491518	11500018	0	0	1	1	-0.393564838	0.008596026
EPPK1	chr8	144949132	144957632	0	0	0	1	0.859992829	1.41E-05
EPRS	chr1	220216500	220225000	0	0	0	0	-0.793299783	7.42E-12
EPS15	chr1	51981495	51989995	0	0	1	0	1.13614714	8.29E-15
EPS15	chr1	51884293	51892793	0	0	0	0	1.13614714	8.29E-15
EPS15L1	chr19	16579323	16587823	0	1	1	0	0.576157304	4.81E-06
EPS8	chr12	15939010	15947510	0	1	1	1	1.035007137	4.64E-06
EPS8L1	chr19	55586759	55595259	0	0	0	0	0.744295266	8.06E-05
EPS8L1	chr19	55582220	55590720	0	0	0	0	0.744295266	8.06E-05
EPS8L2	chr11	701119	709619	0	0	1	1	2.437047797	7.88E-19
EPSTI1	chr13	43562907	43571407	0	0	0	0	5.945743103	9.55E-13
EPT1	chr2	26563953	26572453	0	0	0	0	-1.082254214	1.72E-11
ERAL1	chr17	27177042	27185542	0	0	0	0	-0.691365094	1.99E-09
ERAP1	chr5	96146348	96154848	0	0	0	0	1.062674352	6.00E-13
ERAP1	chr5	96140392	96148892	0	0	0	0	1.062674352	6.00E-13
ERBB2	chr17	37851253	37859753	0	0	0	0	-1.155648115	8.06E-13
ERBB2	chr17	37839392	37847892	0	0	0	0	-1.155648115	8.06E-13
ERBB2IP	chr5	65217381	65225881	0	0	0	0	0.877855333	1.53E-11
ERBB3	chr12	56468891	56477391	0	0	1	0	1.702040329	6.22E-15
ERBB3	chr12	56468808	56477308	0	0	1	0	1.702040329	6.22E-15
ERBB4	chr2	213399852	213408352	0	0	0	0	3.222625741	1.54E-05
ERC1	chr12	1095403	1103903	0	0	1	1	0.660071575	2.74E-06
ERCC1	chr19	45923677	45932177	0	0	1	1	-0.542009372	6.42E-07
ERCC1	chr19	45923320	45931820	0	0	1	1	-0.542009372	6.42E-07
ERCC2	chr19	45870345	45878845	0	0	0	0	-1.166928574	2.26E-12
ERCC5	chr13	103493190	103501690	0	0	0	0	0.870202589	4.78E-10
ERCC6-PGBD3	chr10	50744084	50752584	0	0	0	0	1.276338473	3.01E-11
ERCC6L	chrX	71455358	71463858	0	0	0	0	-1.656199103	6.65E-14
ERCC8	chr5	60237405	60245905	0	0	0	0	-0.905499286	1.09E-10
ERF	chr19	42755809	42764309	0	0	0	1	-0.461752241	0.000206645
ERG	chr21	40029091	40037591	0	0	0	0	-2.052204971	0.020533841
ERG	chr21	39953369	39961869	0	0	0	0	-2.052204971	0.020533841
ERG	chr21	40030204	40038704	0	0	0	0	-2.052204971	0.020533841
ERG	chr21	39866928	39875428	0	0	0	0	-2.052204971	0.020533841
ERG	chr21	40030118	40038618	0	0	0	0	-2.052204971	0.020533841
ERGIC1	chr5	172256222	172264722	0	1	1	1	-0.878085736	5.73E-12
ERGIC3	chr20	34124777	34133277	0	0	0	0	0.62917796	8.14E-10
ERH	chr14	69861521	69870021	0	0	0	0	-0.812437614	1.41E-10
ERI1	chr8	8855313	8863813	0	1	0	0	0.37069235	2.74E-05
ERI3	chr1	44817439	44825939	0	0	0	0	-0.920568313	8.55E-13
ERICH1	chr8	677726	686226	0	0	0	1	0.695547868	5.92E-09
ERICH1-AS1	chr8	682586	691086	0	0	1	1	-1.47378941	0.009631421
ERICH1-AS1	chr8	682604	691104	0	0	1	1	-1.47378941	0.009631421
ERLEC1	chr2	54009067	54017567	0	0	1	0	0.355916089	0.000285429
ERLIN1	chr10	101942234	101950734	0	1	0	0	-0.407210457	7.69E-05
ERLIN1	chr10	101942314	101950814	0	1	0	0	-0.407210457	7.69E-05
ERLIN2	chr8	37589196	37597696	0	1	0	0	-0.171793232	0.025275916
ERLIN2	chr8	37589096	37597596	0	1	0	0	-0.171793232	0.025275916
ERMAP	chr1	43286248	43294748	0	0	0	0	0.99816464	4.37E-09
ERMAP	chr1	43277775	43286275	0	0	0	0	0.99816464	4.37E-09
ERMARD	chr6	170146717	170155217	0	0	1	1	0.738305514	3.96E-05
ERMN	chr2	158178916	158187416	0	1	0	0	-2.285445895	0.008383671
ERMN	chr2	158180646	158189146	0	1	0	0	-2.285445895	0.008383671
ERMP1	chr9	5829581	5838081	0	0	0	0	0.976325399	9.94E-12
ERN1	chr17	62204002	62212502	0	0	0	0	1.39877622	3.40E-07
ERN2	chr16	23721321	23729821	0	0	0	0	-0.939387742	0.000183102
ERO1L	chr14	53158919	53167419	0	0	0	0	-0.217744744	0.031954527
ERO1LB	chr1	236441839	236450339	0	0	0	0	-1.087103519	8.29E-06
ERP27	chr12	15087963	15096463	0	0	0	0	8.73968976	1.76E-15
ERP44	chr9	102857830	102866330	0	0	1	1	0.618631724	1.72E-08
ERRFI1	chr1	8082893	8091393	0	0	0	0	2.993809286	1.41E-22
ERV3-1	chr7	64463624	64472124	0	0	0	0	1.886056656	4.98E-13
ERVFRD-1	chr6	11108571	11117071	0	1	0	0	5.877819875	8.49E-09
ERVK13-1	chr16	2719940	2728440	0	0	0	0	1.158799116	3.08E-08
ERVMER34-1	chr4	53614307	53622807	0	0	0	0	-2.516273759	1.70E-17
ERVV-1	chr19	53512343	53520843	0	1	1	1	3.628409622	7.99E-06
ERVV-2	chr19	53542990	53551490	0	0	0	0	3.687113132	2.97E-08
ESCO1	chr18	19177193	19185693	0	0	0	0	-0.593234811	1.73E-10
ESCO2	chr8	27627057	27635557	0	0	0	0	-1.458264449	1.61E-09
ESF1	chr20	13762079	13770579	0	0	0	0	-1.340327295	8.83E-15
ESF1	chr20	13762032	13770532	0	0	0	0	-1.340327295	8.83E-15
ESPN	chr1	6479847	6488347	0	0	0	1	-1.888125655	2.00E-10
ESPNL	chr2	239003950	239012450	0	0	0	0	-3.477055783	5.06E-08
ESR2	chr14	64801768	64810268	0	0	0	0	-1.409387804	0.000287825
ESR2	chr14	64757628	64766128	0	0	0	0	-1.409387804	0.000287825
ESR2	chr14	64746293	64754793	0	0	0	0	-1.409387804	0.000287825
ESRG	chr3	54670384	54678884	0	1	0	0	-4.791711581	1.53E-16
ESRP2	chr16	68266636	68275136	0	0	1	1	0.522006666	6.73E-06
ESRRA	chr11	64068698	64077198	0	0	0	1	-0.217487507	0.027062155
ESRRA	chr11	64067999	64076499	0	0	0	1	-0.217487507	0.027062155
ESRRG	chr1	217246812	217255312	0	0	0	0	1.60198766	5.52E-08
ESRRG	chr1	217259487	217267987	0	0	0	0	1.60198766	5.52E-08
ESRRG	chr1	216893314	216901814	0	0	0	0	1.60198766	5.52E-08
ESRRG	chr1	217259696	217268196	0	0	0	0	1.60198766	5.52E-08
ESRRG	chr1	217307597	217316097	0	0	0	0	1.60198766	5.52E-08
ESRRG	chr1	217109515	217118015	0	0	0	0	1.60198766	5.52E-08
ESRRG	chr1	216975209	216983709	0	0	0	0	1.60198766	5.52E-08
ESRRG	chr1	217109517	217118017	0	0	0	0	1.60198766	5.52E-08
ESYT1	chr12	56516985	56525485	0	0	0	1	0.306245638	2.35E-05
ESYT2	chr7	158618819	158627319	0	0	0	0	2.140908817	1.12E-16
ESYT3	chr3	138148414	138156914	0	0	0	0	-1.68320179	8.64E-07
ETAA1	chr2	67619441	67627941	0	0	0	0	-0.280022484	0.006535373
ETF1	chr5	137875489	137883989	0	0	1	0	-0.767639967	1.39E-13
ETF1	chr5	137873900	137882400	0	0	1	0	-0.767639967	1.39E-13
ETFA	chr15	76600310	76608810	0	0	1	1	0.639603089	1.42E-08
ETFB	chr19	51854596	51863096	0	1	0	0	0.523826047	2.25E-06
ETFB	chr19	51866172	51874672	0	0	1	1	0.523826047	2.25E-06
ETFDH	chr4	159598259	159606759	0	0	0	0	-0.277289842	0.022898174
ETFDH	chr4	159588252	159596752	0	1	0	0	-0.277289842	0.022898174
ETHE1	chr19	44027896	44036396	0	0	1	0	0.472652799	0.000385905
ETNK1	chr12	22773075	22781575	0	0	1	0	-0.480230825	8.91E-05
ETNK2	chr1	204117807	204126307	0	0	0	0	-0.200990667	0.044120505
ETNPPL	chr4	109680735	109689235	0	1	0	0	-4.937353236	3.68E-08
ETS1	chr11	128388705	128397205	0	0	0	0	0.93219696	1.23E-10
ETS1	chr11	128453953	128462453	0	0	0	0	0.93219696	1.23E-10
ETS2	chr21	40172230	40180730	0	0	0	1	-0.307131867	0.024124452
ETS2	chr21	40172754	40181254	0	0	0	1	-0.307131867	0.024124452
ETV1	chr7	14027550	14036050	0	0	1	0	-5.061358775	2.23E-21
ETV1	chr7	14027365	14035865	0	0	1	0	-5.061358775	2.23E-21
ETV1	chr7	14022639	14031139	0	0	1	0	-5.061358775	2.23E-21
ETV1	chr7	14026142	14034642	0	0	1	0	-5.061358775	2.23E-21
ETV2	chr19	36127646	36136146	0	0	0	0	-1.535759525	0.042709345
ETV3	chr1	157104677	157113177	0	1	0	0	0.943064626	1.23E-09
ETV3	chr1	157104883	157113383	0	1	0	0	0.943064626	1.23E-09
ETV3L	chr1	157066100	157074600	1	1	0	1	0.942864329	0.000737706
ETV4	chr17	41620300	41628800	0	0	0	1	-5.450676488	1.67E-15
ETV4	chr17	41604303	41612803	0	0	0	1	-5.450676488	1.67E-15
ETV4	chr17	41619805	41628305	0	0	0	1	-5.450676488	1.67E-15
ETV5	chr3	185823401	185831901	0	0	0	0	-2.654332233	8.82E-18
EVA1A	chr2	75784592	75793092	0	1	0	0	3.747226494	6.81E-14
EVA1A	chr2	75793348	75801848	0	0	0	0	3.747226494	6.81E-14
EVA1B	chr1	36786255	36794755	0	0	0	0	1.883694816	2.71E-10
EVA1C	chr21	33779744	33788244	0	0	0	0	-3.303936032	2.67E-07
EVC	chr4	5707923	5716423	0	1	0	0	-0.194591241	0.023203553
EVC2	chr4	5707775	5716275	0	1	0	0	0.647531829	4.79E-07
EVC2	chr4	5706794	5715294	0	1	0	0	0.647531829	4.79E-07
EVI2A	chr17	29645267	29653767	0	0	0	0	2.167864021	0.024836048
EVI5	chr1	93254461	93262961	0	0	0	0	0.728810766	1.26E-08
EVI5L	chr19	7890160	7898660	0	0	0	0	0.317727763	0.032037156
EVI5L	chr19	7906385	7914885	0	0	0	0	0.317727763	0.032037156
EVL	chr14	100526750	100535250	0	0	0	0	0.281182761	0.005283135
EVPL	chr17	74020007	74028507	0	0	0	0	-3.153737216	0.000707036
EVPLL	chr17	18276078	18284578	0	1	0	0	-3.336138335	3.57E-06
EWSR1	chr22	29658997	29667497	0	0	0	1	-0.807802904	2.16E-10
EXD2	chr14	69653193	69661693	0	0	0	0	0.143579417	0.031293099
EXD2	chr14	69653482	69661982	0	0	0	0	0.143579417	0.031293099
EXD3	chr9	140314214	140322714	0	0	0	0	0.525773638	0.000749191
EXO1	chr1	242007032	242015532	0	0	0	0	-1.168343026	3.84E-09
EXO1	chr1	242006492	242014992	0	0	0	0	-1.168343026	3.84E-09
EXO5	chr1	40969432	40977932	0	0	0	0	0.591366449	0.000191709
EXOC1	chr4	56714815	56723315	0	0	0	0	0.594913482	1.28E-08
EXOC2	chr6	689641	698141	0	0	1	0	-0.625008939	2.09E-09
EXOC3	chr5	438333	446833	0	0	0	0	0.483435205	7.74E-07
EXOC3L2	chr19	45733969	45742469	0	0	0	0	-4.352559443	2.16E-08
EXOC4	chr7	132932822	132941322	0	0	0	0	0.704619557	1.64E-09
EXOC6	chr10	94589469	94597969	0	0	0	0	0.246973587	0.037780054
EXOC6	chr10	94603224	94611724	0	0	1	1	0.246973587	0.037780054
EXOC6B	chr2	73049677	73058177	0	1	0	0	0.304900494	0.000319281
EXOC7	chr17	74096152	74104652	0	0	0	0	0.277426301	0.000669696
EXOC7	chr17	74096368	74104868	0	0	0	0	0.277426301	0.000669696
EXOC8	chr1	231470078	231478578	0	0	0	0	0.868743471	1.40E-09
EXOG	chr3	38532762	38541262	0	1	1	1	-1.40885231	2.96E-10
